"name","race","sex","called","educ","exp","honors","volunteer","cvquality","city","fracblack","fracdropout","logincome"
"Lakisha","Black","Female","No","Some college",4,"No","Yes","High","Chicago",0.992042720317841,0.295093417167664,8.50734519958496
"Matthew","White","Male","No","College +",6,"No","No","Low","Chicago",0.971468806266785,0.170017540454865,9.32179260253906
"Tamika","Black","Female","No","College +",4,"No","No","Low","Chicago",0.704645395278931,0.15066847205162,9.66820812225342
"Matthew","White","Male","No","Not reported",4,"No","No","Low","Chicago",0.954597353935242,0.197444409132004,9.30446815490723
"Tanisha","Black","Female","No","College +",4,"No","No","Low","Chicago",0.38209193944931,0.182862967252731,9.53488445281982
"Anne","White","Female","No","Some college",8,"No","Yes","High","Chicago",0.34535950422287,0.146098926663399,10.1849002838135
"Latoya","Black","Female","No","Some college",8,"No","No","Low","Chicago",0.954597353935242,0.197444409132004,9.30446815490723
"Meredith","White","Female","No","College +",8,"No","No","Low","Chicago",0.116623893380165,0.139842763543129,9.93372535705566
"Tamika","Black","Female","No","Some college",8,"No","Yes","High","Chicago",0.109748370945454,0.29933825135231,9.02833843231201
"Aisha","Black","Female","No","Some college",6,"No","No","Low","Chicago",0.00341868889518082,0.213802114129066,9.55796432495117
"Emily","White","Female","No","College +",4,"No","No","Low","Chicago",0.747554898262024,0.140018120408058,9.49001502990723
"Greg","White","Male","No","Highschool",5,"No","No","Low","Chicago",0.00279568345285952,0.236445277929306,9.62105846405029
"Hakim","Black","Male","No","Highschool",19,"No","No","Low","Chicago",0.0781422555446625,0.153909876942635,9.61065864562988
"Jill","White","Female","No","Some college",6,"No","Yes","High","Chicago",0.0164866279810667,0.238195523619652,9.44683456420898
"Keisha","Black","Female","No","Some college",21,"No","Yes","High","Chicago",0.0498218461871147,0.0982826873660088,10.2019987106323
"Kenya","Black","Female","No","Some college",8,"No","No","Low","Chicago",0.336165100336075,0.108847863972187,10.4121408462524
"Laurie","White","Female","No","College +",12,"No","No","Low","Chicago",0.198823526501656,0.139711424708366,9.64749813079834
"Sarah","White","Female","No","Some college",21,"No","Yes","High","Chicago",0.530870318412781,0.21617366373539,9.26662635803223
"Tamika","Black","Female","No","College +",7,"No","No","High","Chicago",0.97707724571228,0.231248930096626,8.87933349609375
"Carrie","White","Female","No","Some college",12,"No","Yes","High","Chicago",0.0145169924944639,0.116202838718891,9.71866321563721
"Ebony","Black","Female","No","College +",11,"No","No","High","Chicago",0.954597353935242,0.197444409132004,9.30446815490723
"Jamal","Black","Male","No","Highschool",2,"No","No","Low","Chicago",0.0807356685400009,0.233686774969101,9.53285884857178
"Jill","White","Female","No","Some college",12,"No","No","Low","Chicago",0.0164866279810667,0.238195523619652,9.44683456420898
"Kenya","Black","Female","No","College +",12,"No","No","High","Chicago",0.109748370945454,0.29933825135231,9.02833843231201
"Latoya","Black","Female","No","College +",11,"No","No","Low","Chicago",0.051354181021452,0.0744308531284332,10.5600481033325
"Meredith","White","Female","No","College +",15,"No","No","Low","Chicago",0.0760194286704063,0.275277256965637,9.04180335998535
"Todd","White","Male","No","College +",13,"No","No","High","Chicago",0.336165100336075,0.108847863972187,10.4121408462524
"Aisha","Black","Female","No","Highschool",5,"No","Yes","Low","Chicago",0.15995018184185,0.304798632860184,8.81031036376953
"Allison","White","Female","No","College +",5,"Yes","No","High","Chicago",0.948766648769379,0.184819981455803,9.19125938415527
"Brad","White","Male","No","Highschool",9,"No","No","Low","Chicago",0.109748370945454,0.29933825135231,9.02833843231201
"Geoffrey","White","Male","No","Some college",3,"No","No","High","Chicago",0.971468806266785,0.170017540454865,9.32179260253906
"Hakim","Black","Male","No","College +",11,"No","No","High","Chicago",0.000904412940144539,0.127147987484932,10.074200630188
"Latoya","Black","Female","No","College +",6,"No","No","Low","Chicago",0.971468806266785,0.170017540454865,9.32179260253906
"Sarah","White","Female","No","Highschool",6,"No","Yes","Low","Chicago",0.691106796264648,0.228157579898834,8.95995426177979
"Tanisha","Black","Female","No","College +",6,"No","Yes","High","Chicago",0.0145169924944639,0.116202838718891,9.71866321563721
"Allison","White","Female","No","College +",10,"No","No","Low","Boston",0.0498238056898117,0.0583398602902889,10.3433866500854
"Allison","White","Female","No","College +",8,"No","Yes","High","Boston",0.436394661664963,0.180402874946594,9.17378044128418
"Anne","White","Female","No","College +",14,"No","Yes","High","Boston",0.436394661664963,0.180402874946594,9.17378044128418
"Brad","White","Male","Yes","College +",2,"No","Yes","High","Boston",0.0547352209687233,0.0156555771827698,9.32134532928467
"Brendan","White","Male","Yes","College +",6,"No","No","Low","Boston",0.00922433286905289,0.177731290459633,9.59376430511475
"Brendan","White","Male","No","College +",6,"No","No","Low","Boston",0.0547352209687233,0.0156555771827698,9.32134532928467
"Brett","White","Male","No","College +",26,"No","No","Low","Boston",0.30346342921257,0.189628824591637,9.33414936065674
"Brett","White","Male","No","College +",8,"No","Yes","High","Boston",0.30346342921257,0.189628824591637,9.33414936065674
"Darnell","Black","Male","No","College +",8,"No","Yes","High","Boston",0.189535841345787,0.173128113150597,9.4743185043335
"Ebony","Black","Female","No","College +",8,"No","Yes","High","Boston",0.189535841345787,0.173128113150597,9.4743185043335
"Emily","White","Female","No","College +",7,"No","No","Low","Boston",0.436394661664963,0.180402874946594,9.17378044128418
"Greg","White","Male","No","College +",2,"No","Yes","High","Boston",0.144843429327011,0.0688580796122551,9.64380931854248
"Hakim","Black","Male","No","College +",2,"No","Yes","High","Boston",0.00333586055785418,0.190750569105148,10.003830909729
"Jill","White","Female","No","College +",14,"No","Yes","High","Boston",0.899133086204529,0.224656358361244,9.22048854827881
"Kristen","White","Female","No","College +",14,"No","Yes","High","Boston",0.00922433286905289,0.177731290459633,9.59376430511475
"Latonya","Black","Female","No","College +",18,"No","Yes","High","Boston",0.34248149394989,0.194318026304245,9.65425682067871
"Latonya","Black","Female","No","College +",18,"No","Yes","High","Boston",0.30346342921257,0.189628824591637,9.33414936065674
"Latonya","Black","Female","No","College +",2,"No","Yes","High","Boston",0.436394661664963,0.180402874946594,9.17378044128418
"Latoya","Black","Female","No","College +",10,"No","No","High","Boston",0.189535841345787,0.173128113150597,9.4743185043335
"Laurie","White","Female","No","College +",7,"No","No","Low","Boston",0.0223919916898012,0.356164395809174,9.52098178863525
"Meredith","White","Female","No","College +",6,"No","No","Low","Boston",0.0223919916898012,0.356164395809174,9.52098178863525
"Neil","White","Male","No","College +",8,"No","No","Low","Boston",0.436394661664963,0.180402874946594,9.17378044128418
"Rasheed","Black","Male","No","College +",13,"No","No","Low","Boston",0.899133086204529,0.224656358361244,9.22048854827881
"Rasheed","Black","Male","No","College +",2,"No","Yes","High","Boston",0.0111534278839827,0.0296517945826054,10.8619174957275
"Sarah","White","Female","No","College +",23,"Yes","Yes","High","Boston",0.0223919916898012,0.356164395809174,9.52098178863525
"Tamika","Black","Female","Yes","College +",7,"No","No","Low","Boston",0.0902861058712006,0.080463707447052,10.5671033859253
"Tamika","Black","Female","No","College +",26,"No","No","Low","Boston",0.00922433286905289,0.177731290459633,9.59376430511475
"Tamika","Black","Female","No","College +",6,"No","No","Low","Boston",0.018669743090868,0.274885416030884,9.38109493255615
"Tamika","Black","Female","No","College +",6,"No","No","Low","Boston",0.0498238056898117,0.0583398602902889,10.3433866500854
"Tamika","Black","Female","No","College +",26,"No","No","Low","Boston",0.0223919916898012,0.356164395809174,9.52098178863525
"Tamika","Black","Female","No","College +",18,"No","Yes","High","Boston",0.00922433286905289,0.177731290459633,9.59376430511475
"Todd","White","Male","No","College +",8,"No","No","Low","Boston",0.00333586055785418,0.190750569105148,10.003830909729
"Todd","White","Male","No","College +",8,"No","Yes","High","Boston",0.899133086204529,0.224656358361244,9.22048854827881
"Tremayne","Black","Male","No","College +",8,"No","No","Low","Boston",0.189535841345787,0.173128113150597,9.4743185043335
"Tyrone","Black","Male","No","College +",7,"No","No","Low","Boston",0.0223919916898012,0.356164395809174,9.52098178863525
"Tyrone","Black","Male","No","College +",7,"No","No","Low","Boston",0.00922433286905289,0.177731290459633,9.59376430511475
"Ebony","Black","Female","No","College +",4,"No","No","High","Chicago",0.00279568345285952,0.236445277929306,9.62105846405029
"Kristen","White","Female","No","College +",6,"No","No","Low","Chicago",0.15995018184185,0.304798632860184,8.81031036376953
"Latoya","Black","Female","No","College +",5,"No","No","Low","Chicago",0.102952741086483,0.230278670787811,9.38454532623291
"Sarah","White","Female","No","College +",3,"No","Yes","High","Chicago",0.948766648769379,0.184819981455803,9.19125938415527
"Anne","White","Female","No","College +",6,"No","No","Low","Chicago",0.0164866279810667,0.238195523619652,9.44683456420898
"Emily","White","Female","No","College +",11,"No","Yes","High","Chicago",0.00279568345285952,0.236445277929306,9.62105846405029
"Kenya","Black","Female","No","College +",6,"No","No","Low","Chicago",0.684576749801636,0.276015043258667,8.69567394256592
"Latoya","Black","Female","No","College +",10,"No","Yes","High","Chicago",0.512182354927063,0.257437974214554,8.73327159881592
"Allison","White","Female","No","College +",14,"No","No","Low","Chicago",0.181469514966011,0.258002668619156,9.19156551361084
"Ebony","Black","Female","No","College +",6,"No","No","Low","Chicago",0.989359557628632,0.274150967597961,8.70632457733154
"Keisha","Black","Female","No","College +",6,"No","Yes","High","Chicago",0.38209193944931,0.182862967252731,9.53488445281982
"Kristen","White","Female","No","College +",11,"No","Yes","High","Chicago",0.051354181021452,0.0744308531284332,10.5600481033325
"Brad","White","Male","No","College +",8,"No","No","Low","Boston",0.00922433286905289,0.177731290459633,9.59376430511475
"Brendan","White","Male","No","College +",14,"No","Yes","High","Boston",0.0223919916898012,0.356164395809174,9.52098178863525
"Brett","White","Male","No","College +",8,"No","Yes","High","Boston",0.34248149394989,0.194318026304245,9.65425682067871
"Carrie","White","Female","No","College +",7,"No","No","Low","Boston",0.0902861058712006,0.080463707447052,10.5671033859253
"Darnell","Black","Male","No","College +",6,"No","No","Low","Boston",0.0114176971837878,0.168411031365395,10.3869314193726
"Ebony","Black","Female","No","College +",8,"No","No","Low","Boston",0.0223919916898012,0.356164395809174,9.52098178863525
"Greg","White","Male","No","College +",26,"No","No","Low","Boston",0.00333586055785418,0.190750569105148,10.003830909729
"Greg","White","Male","No","College +",2,"No","Yes","High","Boston",0.72772216796875,0.239583745598793,9.08182525634766
"Jamal","Black","Male","No","College +",14,"No","Yes","High","Boston",0.899133086204529,0.224656358361244,9.22048854827881
"Kareem","Black","Male","No","College +",2,"No","Yes","High","Boston",0.0547352209687233,0.0156555771827698,9.32134532928467
"Keisha","Black","Female","No","College +",6,"No","No","Low","Boston",0.144843429327011,0.0688580796122551,9.64380931854248
"Lakisha","Black","Female","No","College +",18,"No","Yes","High","Boston",0.436394661664963,0.180402874946594,9.17378044128418
"Latoya","Black","Female","No","College +",26,"No","No","Low","Boston",0.899133086204529,0.224656358361244,9.22048854827881
"Latoya","Black","Female","No","College +",6,"No","No","Low","Boston",0.30346342921257,0.189628824591637,9.33414936065674
"Latoya","Black","Female","Yes","College +",8,"No","No","Low","Boston",0.144843429327011,0.0688580796122551,9.64380931854248
"Laurie","White","Female","No","College +",8,"No","Yes","High","Boston",0.34248149394989,0.194318026304245,9.65425682067871
"Neil","White","Male","No","College +",8,"No","No","Low","Boston",0.00922433286905289,0.177731290459633,9.59376430511475
"Neil","White","Male","No","College +",7,"No","No","Low","Boston",0.899133086204529,0.224656358361244,9.22048854827881
"Neil","White","Male","No","College +",18,"No","Yes","High","Boston",0.72772216796875,0.239583745598793,9.08182525634766
"Rasheed","Black","Male","No","College +",2,"No","Yes","High","Boston",0.30346342921257,0.189628824591637,9.33414936065674
"Sarah","White","Female","No","College +",7,"No","No","Low","Boston",0.899133086204529,0.224656358361244,9.22048854827881
"Sarah","White","Female","No","College +",8,"No","Yes","High","Boston",0.436394661664963,0.180402874946594,9.17378044128418
"Tanisha","Black","Female","No","College +",8,"No","Yes","High","Boston",0.018669743090868,0.274885416030884,9.38109493255615
"Tremayne","Black","Male","No","College +",10,"No","Yes","High","Boston",0.0547352209687233,0.0156555771827698,9.32134532928467
"Carrie","White","Female","No","Some college",13,"No","No","Low","Boston",0.0223919916898012,0.356164395809174,9.52098178863525
"Emily","White","Female","Yes","College +",9,"No","Yes","High","Boston",0.0114176971837878,0.168411031365395,10.3869314193726
"Latonya","Black","Female","Yes","College +",13,"No","Yes","High","Boston",0.144843429327011,0.0688580796122551,9.64380931854248
"Tanisha","Black","Female","No","Some college",7,"No","No","Low","Boston",0.144843429327011,0.0688580796122551,9.64380931854248
